date,sleep_total_min,sleep_deep_min,sleep_light_min,sleep_rem_min,sleep_awake_min,sleep_score,sleep_quality_score,sleep_recovery_score,resp_avg,sleep_stress_avg,restless_moments,hrv_overnight_ms,hrv_status,hrv_weekly_avg,overnight_hr,rhr,spo2_status,vo2max_running,vo2max_fitnessage,bio_age,bmi,acute_load,chronic_load,acwr,acwr_status,training_status,fitness_trend,readiness_score,readiness_level,recovery_time_hr,pred_5k_s,pred_10k_s,pred_half_s,pred_marathon_s
2025-01-06,402.0,41.0,325.0,36.0,1.0,72.0,77.0,76.0,12.0,17.0,35.0,,,33.0,,66.0,,,50.5,19.9,20.7,564.0,347.0,1.6,HIGH,PRODUCTIVE,NO_CHANGE,25.0,LOW,706.0,1642.0,3511.0,7970.0,17422.0
2025-01-07,411.0,56.0,279.0,76.0,1.0,81.0,87.0,91.0,12.0,12.2,41.0,,,35.0,,66.0,,,50.5,19.9,20.7,481.0,338.0,1.4,OPTIMAL,PRODUCTIVE,NO_CHANGE,54.0,MODERATE,15.0,1644.0,3515.0,7978.0,17432.0
2025-01-08,486.0,60.0,346.0,80.0,7.0,85.0,81.0,76.0,12.0,17.2,44.0,,,36.0,,66.0,,,50.5,19.9,20.7,398.0,328.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,72.0,MODERATE,1.0,1646.0,3519.0,7992.0,17450.0
2025-01-09,420.0,53.0,292.0,75.0,42.0,71.0,68.0,63.0,12.0,23.4,47.0,,,38.0,,66.0,,,50.5,19.9,20.7,326.0,316.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,69.0,MODERATE,1.0,1649.0,3523.0,8007.0,17468.0
2025-01-10,478.0,54.0,342.0,82.0,33.0,69.0,64.0,47.0,12.0,30.4,42.0,,,37.0,,66.0,,43.0,50.5,19.9,20.7,688.0,383.0,1.7,HIGH,PRODUCTIVE,INCREASING,1.0,POOR,3327.0,1648.0,3519.0,7994.0,17448.0
2025-01-11,363.0,53.0,261.0,49.0,56.0,66.0,67.0,62.0,12.0,23.9,32.0,,,37.0,,65.0,,,50.6,19.7,20.7,573.0,374.0,1.5,HIGH,PRODUCTIVE,INCREASING,25.0,LOW,1992.0,1650.0,3523.0,8002.0,17458.0
2025-01-12,507.0,79.0,305.0,123.0,3.0,87.0,85.0,71.0,11.0,19.4,49.0,,,39.0,,65.0,,43.0,50.0,20.4,20.7,581.0,382.0,1.5,HIGH,PRODUCTIVE,INCREASING,54.0,MODERATE,1226.0,1651.0,3523.0,8004.0,17459.0
2025-01-13,,,,,,,,,,,,,,40.0,,,,,,,,473.0,378.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,76.0,HIGH,1.0,1652.0,3526.0,8011.0,17468.0
2025-01-14,395.0,67.0,275.0,53.0,3.0,74.0,79.0,71.0,13.0,19.7,51.0,,,39.0,,,,,,,,377.0,372.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,75.0,HIGH,1.0,1654.0,3529.0,8016.0,17475.0
2025-01-15,387.0,64.0,283.0,40.0,10.0,71.0,74.0,68.0,13.0,20.9,44.0,,,36.0,,65.0,,,50.0,20.4,20.7,291.0,365.0,0.7,LOW,PRODUCTIVE,INCREASING,63.0,MODERATE,1.0,1655.0,3532.0,8023.0,17485.0
2025-01-16,366.0,61.0,268.0,37.0,5.0,68.0,75.0,63.0,12.0,23.4,39.0,,,35.0,,65.0,,,50.0,20.4,20.7,237.0,351.0,0.6,LOW,PEAKING,INCREASING,52.0,MODERATE,1.0,1656.0,3535.0,8029.0,17493.0
2025-01-17,410.0,57.0,318.0,35.0,8.0,73.0,78.0,86.0,12.0,13.4,41.0,,,37.0,,65.0,,,50.0,20.4,20.7,183.0,338.0,0.5,LOW,RECOVERY,NO_CHANGE,72.0,MODERATE,1.0,1657.0,3536.0,8032.0,17499.0
2025-01-18,,,,,,,,,,,,,,39.0,,,,,,,,129.0,325.0,0.3,LOW,RECOVERY,NO_CHANGE,88.0,HIGH,1.0,1658.0,3538.0,8036.0,17506.0
2025-01-19,,,,,,,,,,,,,,39.0,,,,,,,,75.0,311.0,0.2,LOW,DETRAINING,NO_CHANGE,94.0,HIGH,1.0,1683.0,3591.0,8076.0,17662.0
2025-01-20,,,,,,,,,,,,,,39.0,,65.0,,,50.0,20.4,20.7,21.0,305.0,0.0,LOW,DETRAINING,NO_CHANGE,94.0,HIGH,1.0,1684.0,3594.0,8077.0,17695.0
2025-01-21,,,,,,,,,,,,,,511.0,,64.0,,,50.2,20.2,20.7,11.0,290.0,0.0,LOW,DETRAINING,NO_CHANGE,94.0,HIGH,1.0,1692.0,3610.0,8080.0,17762.0
2025-01-22,390.0,98.0,218.0,74.0,0.0,79.0,84.0,69.0,12.0,20.7,40.0,,,511.0,,,,,,,,0.0,275.0,0.0,LOW,DETRAINING,NO_CHANGE,94.0,HIGH,1.0,1704.0,3635.0,8084.0,17855.0
2025-01-23,420.0,68.0,295.0,57.0,7.0,74.0,76.0,62.0,12.0,24.2,45.0,,,511.0,,64.0,,,50.2,20.2,20.7,0.0,259.0,0.0,LOW,DETRAINING,NO_CHANGE,88.0,HIGH,1.0,1707.0,3643.0,8086.0,17898.0
2025-01-24,304.0,57.0,175.0,72.0,0.0,66.0,91.0,82.0,12.0,14.6,30.0,,,511.0,,,,,,,,0.0,242.0,0.0,LOW,DETRAINING,NO_CHANGE,74.0,MODERATE,1.0,1708.0,3646.0,8088.0,17938.0
2025-01-25,539.0,55.0,376.0,108.0,3.0,86.0,82.0,79.0,12.0,15.7,55.0,,,39.0,,64.0,,43.0,50.2,20.2,20.7,214.0,264.0,0.8,OPTIMAL,MAINTAINING,NO_CHANGE,30.0,LOW,3122.0,1708.0,3643.0,8089.0,17956.0
2025-01-26,339.0,55.0,253.0,31.0,21.0,52.0,58.0,27.0,13.0,38.7,35.0,,,38.0,,64.0,,43.0,50.2,20.2,20.7,635.0,329.0,1.9,HIGH,PRODUCTIVE,NO_CHANGE,1.0,POOR,4708.0,1692.0,3606.0,8082.0,17866.0
2025-01-27,320.0,41.0,248.0,31.0,17.0,62.0,70.0,61.0,12.0,24.7,31.0,,,36.0,,64.0,,,50.2,20.2,20.7,569.0,320.0,1.7,HIGH,PRODUCTIVE,NO_CHANGE,1.0,POOR,3427.0,1693.0,3609.0,8085.0,17925.0
2025-01-28,422.0,65.0,287.0,70.0,1.0,76.0,79.0,64.0,13.0,23.0,33.0,,,36.0,,64.0,,,50.2,20.2,20.7,503.0,311.0,1.6,HIGH,PRODUCTIVE,NO_CHANGE,25.0,LOW,1453.0,1695.0,3612.0,8088.0,17972.0
2025-01-29,426.0,63.0,305.0,58.0,0.0,73.0,75.0,58.0,13.0,25.7,38.0,,,35.0,,,,,,,,438.0,302.0,1.4,OPTIMAL,PRODUCTIVE,NO_CHANGE,50.0,MODERATE,313.0,1696.0,3615.0,8092.0,18019.0
2025-01-30,423.0,70.0,260.0,93.0,0.0,83.0,87.0,84.0,13.0,14.1,48.0,,,37.0,,64.0,,,50.2,20.2,20.7,480.0,312.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,55.0,MODERATE,1360.0,1698.0,3623.0,8097.0,18088.0
2025-01-31,484.0,56.0,345.0,83.0,34.0,72.0,66.0,55.0,12.0,27.1,55.0,,,35.0,,,,,,,,404.0,304.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,62.0,MODERATE,1.0,1703.0,3634.0,8102.0,18148.0
2025-02-01,529.0,61.0,350.0,118.0,1.0,86.0,83.0,74.0,12.0,18.2,53.0,,,35.0,,64.0,,43.0,50.8,19.5,20.7,846.0,389.0,2.1,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,5760.0,1701.0,3631.0,8103.0,18150.0
2025-02-02,489.0,70.0,344.0,75.0,13.0,81.0,76.0,70.0,12.0,19.8,52.0,,,36.0,,64.0,,43.0,50.2,20.2,20.7,1077.0,450.0,2.3,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,5088.0,1695.0,3617.0,8097.0,18060.0
2025-02-03,409.0,21.0,340.0,48.0,3.0,69.0,71.0,63.0,12.0,23.5,40.0,,,37.0,,64.0,,,50.8,19.5,20.7,912.0,449.0,2.0,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,4382.0,1698.0,3622.0,8103.0,18128.0
2025-02-04,414.0,52.0,305.0,57.0,1.0,78.0,82.0,80.0,13.0,15.2,38.0,,,38.0,,64.0,,,50.8,19.5,20.7,763.0,452.0,1.6,HIGH,OVERREACHING,NO_CHANGE,25.0,LOW,2541.0,1692.0,3610.0,8105.0,18188.0
2025-02-05,377.0,73.0,235.0,69.0,9.0,79.0,91.0,95.0,12.0,11.2,36.0,,,40.0,,64.0,,,50.8,19.5,20.7,618.0,448.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,51.0,MODERATE,1375.0,1694.0,3614.0,8109.0,18225.0
2025-02-06,399.0,64.0,267.0,68.0,5.0,73.0,77.0,62.0,12.0,24.1,41.0,,,39.0,,64.0,,43.0,50.8,19.5,20.7,534.0,440.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,70.0,MODERATE,77.0,1690.0,3610.0,8111.0,18226.0
2025-02-07,430.0,26.0,287.0,117.0,16.0,81.0,79.0,72.0,12.0,18.9,39.0,,,40.0,,64.0,,,50.8,19.5,20.7,433.0,430.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,74.0,MODERATE,1.0,1692.0,3617.0,8115.0,18240.0
2025-02-08,454.0,72.0,358.0,24.0,26.0,65.0,64.0,63.0,12.0,23.7,43.0,,,39.0,,64.0,,43.0,50.8,19.5,20.7,892.0,523.0,1.7,HIGH,PRODUCTIVE,NO_CHANGE,14.0,POOR,4557.0,1685.0,3603.0,8112.0,18222.0
2025-02-09,270.0,50.0,206.0,14.0,16.0,48.0,65.0,48.0,13.0,29.8,25.0,,,37.0,,64.0,,43.0,51.6,18.5,20.7,933.0,555.0,1.6,HIGH,PRODUCTIVE,INCREASING,2.0,POOR,4320.0,1690.0,3617.0,8119.0,18251.0
2025-02-10,416.0,72.0,268.0,76.0,7.0,79.0,81.0,66.0,13.0,21.8,35.0,,,37.0,,,,,,,,770.0,555.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,1.0,POOR,2876.0,1691.0,3625.0,8124.0,18266.0
2025-02-11,453.0,70.0,294.0,89.0,0.0,91.0,89.0,97.0,12.0,10.8,53.0,,,37.0,,,,,,,,603.0,555.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,57.0,MODERATE,1393.0,1689.0,3623.0,8126.0,18283.0
2025-02-12,417.0,41.0,302.0,74.0,23.0,73.0,71.0,63.0,13.0,23.7,48.0,,,36.0,,,,,,,,488.0,545.0,0.8,OPTIMAL,PRODUCTIVE,INCREASING,70.0,MODERATE,1.0,1691.0,3627.0,8129.0,18299.0
2025-02-13,443.0,40.0,332.0,71.0,17.0,76.0,73.0,70.0,12.0,20.0,55.0,,,36.0,,,,,,,,409.0,528.0,0.7,LOW,PRODUCTIVE,INCREASING,76.0,HIGH,1.0,1693.0,3631.0,8132.0,18314.0
2025-02-14,410.0,91.0,248.0,71.0,37.0,73.0,74.0,67.0,12.0,21.3,52.0,,,35.0,,64.0,,,50.8,19.5,20.7,329.0,512.0,0.6,LOW,RECOVERY,NO_CHANGE,71.0,MODERATE,1.0,1691.0,3626.0,8133.0,18332.0
2025-02-15,433.0,38.0,328.0,67.0,12.0,76.0,75.0,72.0,11.0,19.1,43.0,,,35.0,,64.0,,,50.8,19.5,20.7,251.0,500.0,0.5,LOW,RECOVERY,NO_CHANGE,77.0,HIGH,1.0,1692.0,3630.0,8136.0,18348.0
2025-02-16,490.0,50.0,327.0,113.0,14.0,84.0,79.0,73.0,12.0,18.7,52.0,,,37.0,,64.0,,,50.8,19.5,20.7,174.0,488.0,0.3,LOW,RECOVERY,NO_CHANGE,91.0,HIGH,1.0,1695.0,3635.0,8140.0,18368.0
2025-02-17,341.0,74.0,253.0,14.0,0.0,60.0,77.0,77.0,12.0,16.4,35.0,,,38.0,,,,,,,,97.0,476.0,0.2,LOW,RECOVERY,NO_CHANGE,81.0,HIGH,1.0,1697.0,3639.0,8143.0,18383.0
2025-02-18,460.0,58.0,335.0,67.0,5.0,81.0,77.0,67.0,12.0,21.2,48.0,,,37.0,,64.0,,,50.8,19.5,20.7,21.0,465.0,0.0,LOW,DETRAINING,NO_CHANGE,87.0,HIGH,1.0,1699.0,3643.0,8146.0,18399.0
2025-02-19,446.0,68.0,284.0,94.0,27.0,76.0,72.0,64.0,13.0,22.9,50.0,,,37.0,,63.0,,,50.9,19.4,20.7,0.0,444.0,0.0,LOW,DETRAINING,NO_CHANGE,88.0,HIGH,1.0,1700.0,3646.0,8150.0,18415.0
2025-02-20,470.0,70.0,315.0,85.0,5.0,79.0,77.0,61.0,12.0,24.8,51.0,,,36.0,,63.0,,,50.9,19.4,20.7,0.0,419.0,0.0,LOW,DETRAINING,NO_CHANGE,89.0,HIGH,1.0,1703.0,3650.0,8153.0,18432.0
2025-02-21,329.0,69.0,191.0,69.0,22.0,68.0,81.0,79.0,14.0,15.5,40.0,,,37.0,,63.0,,,50.9,19.4,20.7,0.0,394.0,0.0,LOW,DETRAINING,NO_CHANGE,82.0,HIGH,1.0,1711.0,3668.0,8166.0,18524.0
2025-02-22,437.0,61.0,312.0,64.0,30.0,73.0,69.0,62.0,15.0,24.0,44.0,,,36.0,,63.0,,,50.9,19.4,20.7,0.0,369.0,0.0,LOW,DETRAINING,NO_CHANGE,70.0,MODERATE,1.0,1723.0,3686.0,8179.0,18605.0
2025-02-23,,,,,,,,,,,,,,36.0,,63.0,,,50.9,19.4,20.7,0.0,343.0,0.0,LOW,DETRAINING,NO_CHANGE,84.0,HIGH,1.0,1722.0,3685.0,8182.0,18636.0
2025-02-24,437.0,65.0,284.0,88.0,2.0,81.0,81.0,77.0,14.0,16.5,59.0,,,36.0,,,,,,,,0.0,318.0,0.0,LOW,DETRAINING,NO_RESULT,92.0,HIGH,1.0,1725.0,3689.0,8187.0,18658.0
2025-02-25,432.0,67.0,261.0,104.0,12.0,77.0,79.0,62.0,17.0,23.8,48.0,,,34.0,,63.0,,,50.9,19.4,20.7,0.0,293.0,0.0,LOW,DETRAINING,NO_RESULT,87.0,HIGH,1.0,1727.0,3692.0,8192.0,18679.0
2025-02-26,448.0,99.0,257.0,92.0,11.0,88.0,90.0,92.0,14.0,12.1,39.0,,,36.0,,63.0,,,50.9,19.4,20.7,0.0,268.0,0.0,LOW,DETRAINING,NO_RESULT,96.0,PRIME,1.0,1730.0,3696.0,8197.0,18700.0
2025-02-27,400.0,43.0,304.0,53.0,29.0,69.0,68.0,63.0,15.0,23.4,44.0,,,36.0,,,,,,,,0.0,243.0,0.0,LOW,DETRAINING,NO_RESULT,85.0,HIGH,1.0,1732.0,3699.0,8202.0,18722.0
2025-02-28,411.0,71.0,272.0,68.0,3.0,76.0,80.0,68.0,14.0,21.0,47.0,,,37.0,,,,,,,,0.0,218.0,0.0,LOW,DETRAINING,NO_RESULT,86.0,HIGH,1.0,1734.0,3703.0,8207.0,18743.0
2025-03-01,409.0,91.0,259.0,59.0,20.0,71.0,78.0,56.0,15.0,26.6,37.0,,,35.0,,,,,,,,0.0,193.0,0.0,LOW,DETRAINING,NO_RESULT,70.0,MODERATE,1.0,1737.0,3706.0,8212.0,18764.0
2025-03-02,325.0,85.0,193.0,47.0,14.0,66.0,80.0,70.0,15.0,20.2,33.0,,,35.0,,63.0,,,50.3,20.0,20.7,0.0,170.0,0.0,LOW,DETRAINING,NO_RESULT,74.0,MODERATE,1.0,1736.0,3705.0,8215.0,18792.0
2025-03-03,452.0,55.0,321.0,76.0,2.0,86.0,88.0,94.0,13.0,11.6,38.0,,,35.0,,63.0,,,50.3,20.0,20.7,0.0,152.0,0.0,LOW,DETRAINING,NO_RESULT,86.0,HIGH,1.0,1737.0,3707.0,8219.0,18806.0
2025-03-04,384.0,40.0,331.0,13.0,29.0,59.0,61.0,68.0,15.0,20.9,49.0,,,36.0,,63.0,,43.0,50.3,20.0,20.7,145.0,159.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,25.0,LOW,2701.0,1760.0,3727.0,8249.0,18979.0
2025-03-05,376.0,80.0,242.0,54.0,14.0,73.0,80.0,73.0,15.0,18.7,41.0,,,36.0,,63.0,,,50.3,20.0,20.7,130.0,142.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,25.0,LOW,1988.0,1761.0,3729.0,8254.0,18994.0
2025-03-06,432.0,64.0,272.0,96.0,10.0,78.0,79.0,66.0,14.0,21.9,39.0,,,36.0,,,,,,,,116.0,125.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,57.0,MODERATE,692.0,1764.0,3731.0,8261.0,19027.0
2025-03-07,547.0,81.0,342.0,124.0,4.0,90.0,87.0,82.0,14.0,14.6,51.0,,,36.0,,,,,,,,101.0,109.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,80.0,HIGH,1.0,1766.0,3732.0,8266.0,19042.0
2025-03-08,367.0,63.0,254.0,50.0,14.0,73.0,82.0,82.0,15.0,14.6,29.0,,,39.0,,63.0,,,50.3,20.0,20.7,87.0,100.0,0.8,OPTIMAL,MAINTAINING,NO_CHANGE,74.0,MODERATE,7.0,1767.0,3734.0,8271.0,19056.0
2025-03-09,356.0,81.0,243.0,32.0,107.0,46.0,47.0,48.0,16.0,30.0,25.0,,,37.0,,,,,,,,72.0,100.0,0.7,LOW,MAINTAINING,NO_RESULT,33.0,LOW,203.0,1764.0,3733.0,8274.0,19084.0
2025-03-10,,,,,,,,,,,,,,37.0,,,,,,,,58.0,100.0,0.5,LOW,RECOVERY,NO_RESULT,48.0,LOW,1.0,1765.0,3734.0,8278.0,19096.0
2025-03-11,,,,,,,,,,,,,,,,,,,,,,43.0,100.0,0.4,LOW,DETRAINING,NO_RESULT,,,,1766.0,3735.0,8283.0,19109.0
2025-03-12,,,,,,,,,,,,,,,,,,,,,,29.0,100.0,0.2,LOW,DETRAINING,NO_RESULT,,,,1767.0,3736.0,8287.0,19123.0
2025-03-13,,,,,,,,,,,,,,,,,,,,,,14.0,100.0,0.1,LOW,DETRAINING,NO_RESULT,,,,1768.0,3737.0,8292.0,19138.0
2025-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1769.0,3738.0,8297.0,19153.0
2025-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1770.0,3739.0,8301.0,19165.0
2025-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1767.0,3738.0,8304.0,19187.0
2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1767.0,3739.0,8310.0,19193.0
2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1768.0,3741.0,8318.0,19208.0
2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1769.0,3744.0,8326.0,19223.0
2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,DETRAINING,NO_RESULT,,,,1770.0,3746.0,8334.0,19238.0
2025-03-21,,,,,,,,,,,,,,511.0,,63.0,,,49.1,21.3,20.7,,,,,DETRAINING,NO_RESULT,94.0,HIGH,1.0,1771.0,3749.0,8343.0,19254.0
2025-03-22,502.0,66.0,356.0,80.0,29.0,78.0,71.0,72.0,15.0,19.2,48.0,,,511.0,,63.0,,,49.1,21.3,20.7,,,,,DETRAINING,NO_RESULT,93.0,HIGH,1.0,1773.0,3751.0,8351.0,19271.0
2025-03-23,333.0,52.0,243.0,38.0,23.0,66.0,73.0,74.0,15.0,18.1,38.0,,,511.0,,63.0,,43.0,49.1,21.3,20.7,302.0,100.0,3.0,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,4320.0,1756.0,3738.0,8328.0,19207.0
2025-03-24,424.0,64.0,280.0,80.0,1.0,82.0,86.0,84.0,15.0,14.0,31.0,,,511.0,,64.0,,,49.0,21.4,20.7,272.0,100.0,2.7,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,2988.0,1757.0,3741.0,8337.0,19220.0
2025-03-25,426.0,55.0,270.0,101.0,9.0,79.0,82.0,72.0,14.0,19.0,40.0,,,37.0,,64.0,,,49.0,21.4,20.7,242.0,100.0,2.4,VERY_HIGH,OVERREACHING,NO_CHANGE,50.0,MODERATE,800.0,1758.0,3743.0,8345.0,19233.0
2025-03-26,389.0,56.0,255.0,78.0,22.0,74.0,78.0,73.0,14.0,18.6,40.0,,,37.0,,,,,,,,212.0,100.0,2.1,VERY_HIGH,OVERREACHING,NO_CHANGE,49.0,LOW,1.0,1755.0,3744.0,8350.0,19270.0
2025-03-27,353.0,69.0,249.0,35.0,16.0,70.0,80.0,85.0,14.0,13.8,33.0,,,38.0,,64.0,,,49.0,21.4,20.7,181.0,100.0,1.8,HIGH,OVERREACHING,NO_CHANGE,59.0,MODERATE,1.0,1755.0,3747.0,8355.0,19282.0
2025-03-28,508.0,61.0,320.0,127.0,14.0,86.0,82.0,77.0,13.0,16.4,57.0,,,38.0,,64.0,,,49.0,21.4,20.7,151.0,100.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,72.0,MODERATE,1.0,1755.0,3750.0,8359.0,19292.0
2025-03-29,512.0,64.0,358.0,90.0,9.0,82.0,78.0,68.0,14.0,21.1,55.0,,,40.0,,64.0,,42.0,49.0,21.4,20.7,269.0,110.0,2.4,VERY_HIGH,OVERREACHING,NO_CHANGE,25.0,LOW,2823.0,1765.0,3758.0,8382.0,19405.0
2025-03-30,525.0,75.0,322.0,128.0,25.0,86.0,82.0,75.0,14.0,17.7,47.0,,,40.0,,,,,,,,224.0,112.0,1.9,HIGH,OVERREACHING,NO_CHANGE,50.0,MODERATE,1566.0,1762.0,3757.0,8388.0,19444.0
2025-03-31,307.0,66.0,220.0,21.0,3.0,60.0,80.0,77.0,14.0,16.5,33.0,,,40.0,,,,,,,,179.0,114.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,41.0,LOW,678.0,1762.0,3758.0,8391.0,19452.0
2025-04-01,371.0,85.0,216.0,70.0,12.0,74.0,84.0,74.0,14.0,17.8,27.0,,,39.0,,,,,,,,134.0,116.0,1.1,OPTIMAL,PRODUCTIVE,NO_RESULT,63.0,MODERATE,1.0,1762.0,3758.0,8395.0,19459.0
2025-04-02,359.0,55.0,233.0,71.0,4.0,73.0,82.0,74.0,14.0,18.0,37.0,,,40.0,,64.0,,,49.0,21.4,20.7,89.0,118.0,0.7,LOW,MAINTAINING,NO_RESULT,61.0,MODERATE,1.0,1761.0,3759.0,8399.0,19466.0
2025-04-03,443.0,49.0,297.0,97.0,12.0,78.0,77.0,66.0,15.0,21.8,41.0,,,39.0,,64.0,,,49.0,21.4,20.7,74.0,115.0,0.6,LOW,RECOVERY,NO_RESULT,80.0,HIGH,1.0,1761.0,3759.0,8402.0,19473.0
2025-04-04,300.0,72.0,207.0,21.0,10.0,58.0,77.0,68.0,14.0,21.0,29.0,,,38.0,,63.0,,,49.1,21.3,20.7,59.0,111.0,0.5,LOW,RECOVERY,NO_RESULT,50.0,MODERATE,30.0,1758.0,3758.0,8408.0,19514.0
2025-04-05,489.0,63.0,317.0,109.0,2.0,88.0,85.0,79.0,14.0,15.6,51.0,,,38.0,,64.0,,,49.0,21.4,20.7,44.0,108.0,0.4,LOW,DETRAINING,NO_RESULT,84.0,HIGH,1.0,1758.0,3759.0,8412.0,19521.0
2025-04-06,293.0,77.0,184.0,32.0,20.0,49.0,63.0,26.0,16.0,39.3,28.0,,,37.0,,64.0,,43.0,49.0,21.4,20.7,264.0,146.0,1.8,HIGH,PRODUCTIVE,INCREASING,1.0,POOR,4320.0,1724.0,3721.0,8332.0,19124.0
2025-04-07,460.0,68.0,332.0,60.0,5.0,82.0,79.0,71.0,15.0,19.4,41.0,,,36.0,,64.0,,,49.0,21.4,20.7,225.0,145.0,1.5,HIGH,PRODUCTIVE,INCREASING,1.0,POOR,3628.0,1731.0,3729.0,8346.0,19176.0
2025-04-08,452.0,55.0,333.0,64.0,4.0,80.0,79.0,72.0,14.0,18.9,44.0,,,35.0,,64.0,,,49.0,21.4,20.7,187.0,143.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,30.0,LOW,2205.0,1736.0,3734.0,8359.0,19222.0
2025-04-09,461.0,56.0,312.0,93.0,8.0,83.0,79.0,75.0,14.0,17.7,42.0,,,35.0,,64.0,,43.0,49.0,21.4,20.7,299.0,165.0,1.8,HIGH,PRODUCTIVE,INCREASING,25.0,LOW,2519.0,1747.0,3742.0,8383.0,19315.0
2025-04-10,470.0,63.0,316.0,91.0,10.0,80.0,76.0,64.0,15.0,22.9,46.0,,,35.0,,64.0,,,49.0,21.4,20.7,262.0,163.0,1.6,HIGH,PRODUCTIVE,INCREASING,35.0,LOW,1834.0,1752.0,3747.0,8396.0,19359.0
2025-04-11,427.0,67.0,279.0,81.0,2.0,80.0,83.0,75.0,14.0,17.5,42.0,,,36.0,,64.0,,,49.0,21.4,20.7,225.0,161.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,61.0,MODERATE,395.0,1757.0,3752.0,8409.0,19404.0
2025-04-12,502.0,93.0,286.0,123.0,5.0,90.0,89.0,75.0,15.0,17.6,49.0,,,36.0,,,,,,,,189.0,159.0,1.1,OPTIMAL,PRODUCTIVE,INCREASING,75.0,HIGH,1.0,1764.0,3758.0,8425.0,19459.0
2025-04-13,318.0,66.0,189.0,63.0,13.0,65.0,80.0,65.0,14.0,22.6,32.0,,,36.0,,64.0,,43.0,49.0,21.4,20.7,442.0,210.0,2.1,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,4441.0,1741.0,3733.0,8370.0,19265.0
2025-04-14,466.0,61.0,285.0,120.0,1.0,85.0,84.0,72.0,14.0,18.9,51.0,,,36.0,,64.0,,,50.8,19.5,20.7,376.0,210.0,1.7,HIGH,OVERREACHING,NO_CHANGE,26.0,LOW,2234.0,1742.0,3735.0,8376.0,19282.0
2025-04-15,465.0,54.0,291.0,120.0,1.0,84.0,84.0,70.0,14.0,20.1,41.0,,,37.0,,,,,,,,310.0,211.0,1.4,OPTIMAL,PRODUCTIVE,NO_CHANGE,50.0,MODERATE,1455.0,1744.0,3737.0,8380.0,19292.0
2025-04-16,416.0,60.0,270.0,86.0,15.0,78.0,79.0,75.0,14.0,17.7,41.0,,,37.0,,,,,,,,244.0,211.0,1.1,OPTIMAL,PRODUCTIVE,NO_CHANGE,68.0,MODERATE,193.0,1747.0,3740.0,8386.0,19309.0
2025-04-17,447.0,94.0,263.0,90.0,0.0,83.0,85.0,72.0,14.0,19.2,41.0,,,38.0,,63.0,,,49.1,21.3,20.7,202.0,208.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,82.0,HIGH,1.0,1753.0,3746.0,8401.0,19359.0
2025-04-18,387.0,78.0,258.0,51.0,0.0,79.0,92.0,94.0,13.0,11.4,30.0,,,39.0,,63.0,,,50.9,19.4,20.7,159.0,204.0,0.7,LOW,MAINTAINING,NO_CHANGE,77.0,HIGH,1.0,1759.0,3752.0,8416.0,19409.0
2025-04-19,446.0,51.0,310.0,85.0,18.0,77.0,74.0,67.0,14.0,21.4,51.0,,,40.0,,63.0,,,50.9,19.4,20.7,116.0,200.0,0.5,LOW,RECOVERY,NO_CHANGE,78.0,HIGH,1.0,1762.0,3756.0,8432.0,19491.0
